Spec, Architecture, CNF, #Layers, Epochs, Batch Size, Learning Rate, K, No. of Inputs, No. of Outputs, No. of Counter Example Loops, Result, BNSynth Time, Manthan Time, Final Loss, Loss Drop, Accuracy, No. of Clauses pre simplification (BNSynth), No. of Clauses post simplification (BNSynth), No. of Chars pre simplification (BNSynth), No. of Chars post simplification (BNSynth), No. Input vars in SKF (BNSynth), No. of Literals pre simplification (BNSynth), No. of Literals post simplification (BNSynth), No. of Clauses pre simplification (Manthan), No. of Clauses post simplification (Manthan), No. of Chars pre simplification (Manthan), No. of Chars post simplification (Manthan), No. Input vars in SKF (Manthan), No. of Literals pre simplification (Manthan), No. of Literals post simplification (Manthan)
xor_5_2.v, 1, 1, 1, 58, 1, 0.01, 50, 5, 2, 0, Valid, 6.7085888385772705, 2.4577457904815674, 0.030047502342690845, 8.7924546849387, 2.0, 33, 17, 1542, 513, 5, 122, 81, 142, 141, 2029, 3705, 5, 472, 470
xor_5_2.v, 1, 1, 1, 39, 1, 0.01, 50, 5, 2, 0, Valid, 4.536687135696411, 2.5624516010284424, 0.36826393461192414, 8.498705753615019, 2.0, 35, 17, 1759, 513, 5, 133, 81, 142, 141, 2029, 3705, 5, 472, 470
xor_5_2.v, 1, 1, 1, 37, 1, 0.01, 50, 5, 2, 1, Valid, 13.718714714050293, 2.6092731952667236, 1.6561277845703934, 7.905571018513295, 2.0, 37, 17, 1555, 513, 5, 124, 81, 142, 141, 2029, 3705, 5, 472, 470
xor_5_2.v, 1, 1, 1, 60, 1, 0.01, 50, 5, 2, 1, Valid, 13.413065433502197, 2.582123279571533, 0.5386325197922778, 8.245530691929858, 2.0, 32, 17, 1351, 513, 5, 112, 81, 142, 141, 2029, 3705, 5, 472, 470
xor_5_2.v, 1, 1, 1, 40, 1, 0.01, 50, 5, 2, 0, Valid, 4.600408315658569, 2.580817937850952, 0.7886117001240422, 8.101262639626738, 2.0, 37, 17, 1792, 513, 5, 137, 81, 142, 141, 2029, 3705, 5, 472, 470
xor_5_2.v, 1, 1, 1, 54, 1, 0.01, 50, 5, 2, 0, Valid, 6.189021110534668, 2.505013942718506, 0.5689504047424585, 8.2971360977201, 2.0, 37, 17, 1633, 513, 5, 130, 81, 142, 141, 2029, 3705, 5, 472, 470
xor_5_2.v, 1, 1, 1, 50, 1, 0.01, 50, 5, 2, 0, Valid, 5.724562883377075, 2.558469772338867, 0.63253979948338, 8.1361937782657, 2.0, 37, 17, 1430, 513, 5, 134, 81, 142, 141, 2029, 3705, 5, 472, 470
xor_5_2.v, 1, 1, 1, 41, 1, 0.01, 50, 5, 2, 0, Valid, 4.747686862945557, 2.4570822715759277, 0.4377752963361314, 8.644784508630524, 2.0, 32, 17, 1513, 513, 5, 119, 81, 142, 141, 2029, 3705, 5, 472, 470
xor_5_2.v, 1, 1, 1, 37, 1, 0.01, 50, 5, 2, 0, Valid, 4.256744384765625, 2.4542834758758545, 0.4372680051037676, 9.047207020350179, 2.0, 35, 17, 1722, 513, 5, 126, 81, 142, 141, 2029, 3705, 5, 472, 470
xor_5_2.v, 1, 1, 1, 48, 1, 0.01, 50, 5, 2, 2, Valid, 17.031349420547485, 2.6231377124786377, 0.5457356362741614, 8.300684501935017, 2.0, 34, 17, 1779, 513, 5, 122, 81, 142, 141, 2029, 3705, 5, 472, 470
xor_5_2.v, 1, 1, 1, 34, 1, 0.01, 50, 5, 2, 0, Valid, 3.8692193031311035, 2.616365671157837, 0.45940429324760806, 8.458644398980642, 2.0, 39, 17, 1590, 513, 5, 146, 81, 142, 141, 2029, 3705, 5, 472, 470
xor_5_2.v, 1, 1, 1, 51, 1, 0.01, 50, 5, 2, 0, Valid, 5.711460828781128, 2.5598225593566895, 0.1254090364290781, 9.120359841485563, 2.0, 36, 17, 1696, 513, 5, 137, 81, 142, 141, 2029, 3705, 5, 472, 470
xor_5_2.v, 1, 1, 1, 35, 1, 0.01, 50, 5, 2, 0, Valid, 3.9905648231506348, 2.622892379760742, 0.4861333246088825, 8.426662017003432, 2.0, 33, 17, 1669, 513, 5, 121, 81, 142, 141, 2029, 3705, 5, 472, 470
xor_5_2.v, 1, 1, 1, 44, 1, 0.01, 50, 5, 2, 2, Valid, 18.75926113128662, 2.545722007751465, 0.6142597389544847, 8.389006854461902, 2.0, 37, 17, 1491, 513, 5, 135, 81, 142, 141, 2029, 3705, 5, 472, 470
xor_5_2.v, 1, 1, 1, 47, 1, 0.01, 50, 5, 2, 0, Valid, 5.324696779251099, 2.6205801963806152, 0.1646901370148729, 8.960670502638754, 2.0, 38, 17, 1693, 513, 5, 137, 81, 142, 141, 2029, 3705, 5, 472, 470
xor_5_2.v, 1, 1, 1, 86, 1, 0.01, 50, 5, 2, 1, Valid, 17.44836950302124, 2.463580846786499, 0.0231627968676406, 9.040390712637173, 2.0, 41, 17, 1381, 513, 5, 154, 81, 142, 141, 2029, 3705, 5, 472, 470
xor_5_2.v, 1, 1, 1, 45, 1, 0.01, 50, 5, 2, 0, Valid, 5.028749227523804, 2.4656078815460205, 0.23798397099801066, 8.572276888732373, 2.0, 31, 17, 1336, 513, 5, 116, 81, 142, 141, 2029, 3705, 5, 472, 470
xor_5_2.v, 1, 1, 1, 41, 1, 0.01, 50, 5, 2, 0, Valid, 4.5411107540130615, 2.58528208732605, 0.539652772849844, 7.939591155411573, 2.0, 32, 17, 1511, 513, 5, 120, 81, 142, 141, 2029, 3705, 5, 472, 470
xor_5_2.v, 1, 1, 1, 39, 1, 0.01, 50, 5, 2, 0, Valid, 4.2893054485321045, 2.5797743797302246, 0.8526399296807319, 8.145418293638343, 2.0, 35, 17, 1704, 513, 5, 128, 81, 142, 141, 2029, 3705, 5, 472, 470
xor_5_2.v, 1, 1, 1, 38, 1, 0.01, 50, 5, 2, 0, Valid, 4.357170820236206, 2.5451576709747314, 0.35299490853458726, 9.21604949752501, 2.0, 34, 17, 1586, 513, 5, 127, 81, 142, 141, 2029, 3705, 5, 472, 470
xor_5_2.v, 1, 1, 1, 56, 1, 0.01, 50, 5, 2, 1, Valid, 13.180617570877075, 2.5502371788024902, 0.40349814187087685, 8.723648244573337, 2.0, 41, 17, 1746, 513, 5, 144, 81, 142, 141, 2029, 3705, 5, 472, 470
xor_5_2.v, 1, 1, 1, 49, 1, 0.01, 50, 5, 2, 0, Valid, 5.5514976978302, 2.394021987915039, 0.4685454223785541, 8.48681188106862, 2.0, 35, 17, 1553, 513, 5, 135, 81, 142, 141, 2029, 3705, 5, 472, 470
xor_5_2.v, 1, 1, 1, 44, 1, 0.01, 50, 5, 2, 0, Valid, 4.9385552406311035, 2.5600054264068604, 0.7156865606509923, 7.877590794023996, 2.0, 32, 17, 1457, 513, 5, 117, 81, 142, 141, 2029, 3705, 5, 472, 470
xor_5_2.v, 1, 1, 1, 49, 1, 0.01, 50, 5, 2, 0, Valid, 5.487765312194824, 2.5065982341766357, 0.5237371159305863, 8.622701021124442, 2.0, 36, 17, 1575, 513, 5, 135, 81, 142, 141, 2029, 3705, 5, 472, 470
xor_5_2.v, 1, cnf, 1, 45, 1, 0.01, 50, 5, 2, 0, Valid, 5.0694499015808105, 2.406337261199951, 0.7073079006197044, 8.008120094170788, 2.0, 31, 17, 1422, 513, 5, 121, 81, 142, 141, 2029, 3705, 5, 472, 470
LUT5_5_2.v, 1, cnf, 1, 12, 1, 0.01, 10, 5, 2, 0, Valid, 1.5943470001220703, 1.8300178050994873, 0.026242260765765496, 0.5712626469354586, 2.0, 8, 6, 281, 100, 4, 24, 15, 15, 15, 128, 329, 4, 48, 48
LUT5_5_2.v, 1, cnf, 1, 10, 1, 0.01, 10, 5, 2, 0, Valid, 1.34987473487854, 1.8109204769134521, 0.030630591804574864, 0.26182678502152634, 2.0, True, , 5, 4, 4, 220, 51, True, , 15, 15, 4, 128, 329
LUT5_5_2.v, 1, cnf, 1, 9, 1, 0.01, 10, 5, 2, 0, Valid, 1.2702670097351074, 1.886059284210205, 0.16913858129848386, 0.0, 2.0, True, , 8, 5, 5, 393, 77, True, , 15, 15, 4, 128, 329
LUT5_5_2.v, 1, cnf, 1, 5, 1, 0.01, 10, 5, 2, 0, Valid, 0.8470461368560791, 1.8448495864868164, 0.03332051272019462, 0.29137842179540574, 2.0, True, , 6, 4, 4, 327, 51, True, , 15, 15, 4, 128, 329
LUT5_5_2.v, 1, cnf, 1, 13, 1, 0.01, 10, 5, 2, 0, Valid, 1.702209234237671, 1.8800678253173828, 0.021809084895516986, 0.22800379336662469, 2.0, True, , 5, 5, 5, 319, 77, True, , 15, 15, 4, 128, 329
LUT5_5_2.v, 1, cnf, 1, 12, 1, 0.01, 10, 5, 2, 0, Valid, 1.5573146343231201, 1.8504199981689453, 0.26958727000783056, 0.0, 2.0, True, , 9, 8, 5, 265, 119, True, , 15, 15, 4, 128, 329
LUT5_5_2.v, 1, cnf, 1, 12, 1, 0.01, 10, 5, 2, 0, Valid, 1.5957822799682617, 1.822155237197876, 0.004857270384609699, 0.28091817685831155, 2.0, True, , 5, 4, 4, 206, 59, True, , 15, 15, 4, 128, 329
LUT5_5_2.v, 1, cnf, 1, 12, 1, 0.01, 10, 5, 2, 0, Valid, 1.5602984428405762, 1.8329582214355469, 0.360409173484861, 0.0, 2.0, True, , 5, 4, 4, 325, 59, True, , 15, 15, 4, 128, 329
LUT5_5_2.v, 1, cnf, 1, 12, 1, 0.01, 10, 5, 2, 0, Valid, 1.5731546878814697, 1.8048932552337646, 0.3223425280006439, 0.0, 2.0, 6, 5, 174, 90, 4, 17, 13, 15, 15, 128, 329, 4, 48, 48
LUT5_5_2.v, 1, cnf, 1, 12, 1, 0.01, 10, 5, 2, 0, Valid, 1.6028008460998535, 1.846285104751587, 0.04842996304039222, 0.898050425476866, 2.0, 7, 4, 247, 59, 4, 20, 9, 15, 15, 128, 329, 4, 48, 48
LUT5_5_2.v, 1, cnf, 1, 19, 1, 0.01, 10, 5, 2, 0, Valid, 2.3111329078674316, 1.809762716293335, 0.10510342929065826, 0.7255482951837359, 2.0, 9, 7, 249, 126, 5, 26, 19, 15, 15, 128, 329, 4, 48, 48
LUT5_5_2.v, 1, cnf, 1, 19, 1, 0.01, 10, 5, 2, 0, Valid, 2.349884510040283, 1.8356831073760986, 0.017183898871048688, 0.19928928355762537, 2.0, 6, 5, 327, 72, 4, 17, 12, 15, 15, 128, 329, 4, 48, 48
LUT5_5_2.v, 1, cnf, 1, 9, 1, 0.01, 10, 5, 2, 0, Valid, 1.2800655364990234, 1.8078696727752686, 0.029587132123251, 0.3941899664162713, 2.0, 6, 6, 172, 103, 5, 16, 16, 15, 15, 128, 329, 4, 48, 48
LUT5_5_2.v, 1, cnf, 1, 14, 1, 0.01, 10, 5, 2, 0, Valid, 1.7832458019256592, 1.8256645202636719, 0.0035254460664558987, 0.0502838844857291, 2.0, 8, 7, 262, 119, 4, 24, 20, 15, 15, 128, 329, 4, 48, 48
LUT5_5_2.v, 1, cnf, 1, 15, 1, 0.01, 10, 5, 2, 0, Valid, 1.8855767250061035, 1.8362946510314941, 0.20862378004715293, 0.0, 2.0, 7, 5, 331, 69, 4, 19, 11, 15, 15, 128, 329, 4, 48, 48
LUT8_2_2.v, 1, cnf, 1, 5, 1, 0.01, 10, 2, 2, 1, Valid, 2.584115505218506, 1.813772201538086, 0.959624449468257, 0.43354662212606365, 2.0, 5, 2, 200, 12, 1, 7, 2, 2, 2, 6, 6, 1, 2, 2
LUT5_5_2.v, 1, cnf, 1, 14, 1, 0.01, 10, 5, 2, 0, Valid, 1.7858123779296875, 1.8993256092071533, 0.2677527882763839, 0.0, 2.0, 6, 5, 301, 64, 4, 16, 11, 15, 15, 128, 329, 4, 48, 48
LUT5_5_2.v, 1, cnf, 1, 11, 1, 0.01, 10, 5, 2, 0, Valid, 1.4633324146270752, 1.8985223770141602, 0.013667609605849198, 0.19277954760678936, 2.0, 5, 4, 292, 51, 4, 13, 8, 15, 15, 128, 329, 4, 48, 48
LUT8_2_2.v, 1, cnf, 1, 20, 1, 0.01, 10, 2, 2, 1, Valid, 2.5349843502044678, 1.7506730556488037, 0.20084770783854072, 1.3736409660074385, 2.0, 5, 3, 95, 37, 2, 7, 4, 2, 2, 6, 6, 1, 2, 2
LUT8_2_2.v, 1, cnf, 1, 26, 1, 0.01, 5, 2, 2, 1, Valid, 4.522255182266235, 1.7387020587921143, 0.3487035225331208, 0.7977140129118334, 2.0, 5, 3, 84, 37, 2, 8, 4, 2, 2, 6, 6, 1, 2, 2
LUT8_2_2.v, 1, cnf, 1, 30, 1, 0.01, 2, 2, 2, 7, Valid, 18.432440996170044, 1.7188708782196045, 0.4949146447116737, 1.4057301892329594, 2.0, 3, 2, 50, 12, 1, 3, 2, 2, 2, 6, 6, 1, 2, 2
LUT8_2_2.v, 1, cnf, 1, 25, 1, 0.01, 2, 2, 2, 7, Valid, 22.023425817489624, 1.7076964378356934, 0.3014134011597089, 0.4711409824323129, 2.0, 4, 2, 47, 12, 1, 5, 2, 2, 2, 6, 6, 1, 2, 2
LUT8_2_2.v, 1, dnf, 1, 4, 1, 0.01, 2, 2, 2, 3, Valid, 6.12124490737915, 1.736158847808838, 1.221952286669322, 0.27646441267104804, 2.0, 3, 2, 61, 12, 1, 8, 2, 2, 2, 6, 6, 1, 2, 2
