Spec, Architecture, CNF, #Layers, Epochs, Batch Size, Learning Rate, K, No. of Inputs, No. of Outputs, No. of Counter Example Loops, Skolem Function Vector, Result, BNSynth Time, Manthan Time, Final Loss, Loss Drop, Accuracy, No. of Clauses pre simplification (BNSynth), No. of Clauses post simplification (BNSynth), No. of Chars pre simplification (BNSynth), No. of Chars post simplification (BNSynth), No. Input vars in SKF (BNSynth), No. of Clauses pre simplification (Manthan), No. of Clauses post simplification (Manthan), No. of Chars pre simplification (Manthan), No. of Chars post simplification (Manthan), No. Input vars in SKF (Manthan)
adder_4_9.v, 1, 0, 1, 112, 1, 0.01, 10, 4, 9, 0, (x0 & x4 & ~x0 & ~x5) | (x0 & ~x0 & ~x4 & ~x5) | (x0 & ~x0 & ~x4 & ~x6) | (x4 & x6 & ~x0 & ~x6); (x0 & x4 & ~x0) | (x4 & ~x4) | (x4 & ~x5) | (x5) | (x6 & ~x0 & ~x4 & ~x5 & ~x6) | (x6) | (~x0 & ~x4 & ~x6) | (~x6); (x0 & x4 & x5 & x6) | (x0 & x4 & x5) | (x0 & x5 & x6) | (x0 & x5 & ~x5) | (x4 & x6); (x0 & x6 & ~x4 & ~x5) | (x0 & ~x5) | (x4 & x5 & ~x0 & ~x4) | (x5 & x6 & ~x0) | (x5 & ~x0 & ~x5) | (x5 & ~x0) | (x5 & ~x4 & ~x5); (x0 & x4 & x5 & x6 & ~x4) | (x0 & x4 & x5 & x6) | (x0 & x5 & ~x0) | (x0 & x5 & ~x4 & ~x6) | (x4 & ~x0 & ~x6) | (x4 & ~x5 & ~x6) | (x6 & ~x0 & ~x4) | (x6 & ~x4 & ~x5); (x0) | (x4 & ~x5) | (x5 & ~x5) | (x6 & ~x4) | (x6 & ~x5) | (~x0) | (~x4); (x0 & x4 & x5 & x6 & ~x0) | (x0 & x4 & x6 & ~x0) | (x0 & x4 & ~x4 & ~x5 & ~x6) | (x0 & x5 & ~x4) | (x0 & ~x4 & ~x5) | (x0) | (x5 & ~x0 & ~x6) | (x5); (x0 & x4 & x5 & ~x0) | (x0 & x4 & x6 & ~x0 & ~x6) | (x0 & x4 & x6 & ~x4 & ~x5 & ~x6) | (x0 & x4 & x6) | (x0 & x4 & ~x6) | (x4 & x5); (x0 & x4) | (x0 & x5) | (x4 & x5 & ~x4) | (x4 & x6 & ~x6) | (x5 & x6 & ~x6) | (x5 & ~x0), Valid, 12.702755212783813, 2.313626527786255, 0.7714864790635487, 4.7368549156453525, 9.0, 59, 23, 1158, 416, 4, 16, 19, 69750, 55825, 0
xor_2_4.v, 1, 0, 1, 50, 1, 0.01, 50, 2, 4, 0, (i0 & i1 & ~i0 & ~i1) | (i0 & i1 & ~i0) | (i1 & ~i0 & ~i1); (i0 & i1 & ~i0 & ~i1) | (i0 & i1 & ~i1) | (i1 & ~i0 & ~i1); (i0 & i1 & ~i0 & ~i1) | (i0 & i1 & ~i1); (i0 & i1 & ~i0 & ~i1) | (i0 & i1 & ~i0) | (i0 & i1 & ~i1) | (i0 & i1) | (i0 & ~i0 & ~i1) | (i1 & ~i0 & ~i1) | (~i0 & ~i1), Valid, 4.286507844924927, 1.9171366691589355, 0.5159006623477603, 1.481467114452474, 4.0, 15, 2, 343, 50, 2, 7, 6, 143, 138, 2
misc4_2_3.v, 1, 0, 1, 38, 1, 0.01, 50, 2, 3, 0, (i0 & i1 & ~i0 & ~i1) | (i0 & i1 & ~i0) | (i0 & i1 & ~i1); (i0 & i1 & ~i1) | (i1 & ~i0 & ~i1); (i0 & i1 & ~i0 & ~i1) | (i0 & ~i0 & ~i1) | (i1 & ~i0 & ~i1) | (~i0 & ~i1), Valid, 3.167428970336914, 1.7915008068084717, 0.2701002244221909, 2.7287633651962606, 3.0, 9, 2, 213, 30, 2, 5, 4, 113, 108, 2
xor_5_3.v, 1, 0, 1, 57, 1, 0.01, 50, 5, 3, 0, (i0 & i1 & i2 & i3 & i4 & ~i0 & ~i1 & ~i2 & ~i3 & ~i4) | (i0 & i1 & i2 & i3 & i4 & ~i0 & ~i2 & ~i4) | (i0 & i1 & i2 & i3 & ~i0 & ~i1 & ~i2 & ~i3 & ~i4) | (i0 & i1 & i2 & i3 & ~i0 & ~i3 & ~i4) | (i0 & i1 & i2 & i4 & ~i0 & ~i1 & ~i2 & ~i3 & ~i4) | (i0 & i1 & i3 & i4 & ~i0 & ~i1 & ~i2 & ~i3) | (i0 & i1 & i3 & ~i0 & ~i1 & ~i2 & ~i4) | (i0 & i2 & i3 & i4 & ~i0 & ~i2 & ~i3) | (i0 & i2 & i4 & ~i1 & ~i3 & ~i4) | (i0 & i2 & ~i0 & ~i1 & ~i3 & ~i4) | (i0 & ~i0 & ~i1 & ~i3 & ~i4) | (i1 & i2 & i3 & i4 & ~i0 & ~i3 & ~i4) | (i1 & i2 & i3 & i4 & ~i0 & ~i4) | (i1 & i2 & i4 & ~i1 & ~i3 & ~i4) | (i1 & i2 & ~i0 & ~i1 & ~i2 & ~i3 & ~i4); (i0 & i1 & i2 & i3 & i4 & ~i0 & ~i1 & ~i2 & ~i4) | (i0 & i1 & i2 & i3 & i4 & ~i3) | (i0 & i1 & i2 & i3 & i4) | (i0 & i1 & i2 & i3 & ~i0 & ~i1 & ~i2) | (i0 & i1 & i2 & i3 & ~i1 & ~i4) | (i0 & i1 & i2 & i4 & ~i2 & ~i3 & ~i4) | (i0 & i1 & i2 & ~i3 & ~i4) | (i0 & i1 & i3 & ~i2 & ~i4) | (i0 & i2 & i3 & ~i1 & ~i4) | (i0 & i2 & i3 & ~i2 & ~i4) | (i0 & i2 & ~i1 & ~i2 & ~i3 & ~i4) | (i0 & ~i1 & ~i2 & ~i3 & ~i4) | (i1 & i2 & i4 & ~i0 & ~i1 & ~i3) | (i1 & i2 & i4 & ~i0 & ~i3) | (i1 & ~i0 & ~i2 & ~i3 & ~i4) | (i3 & ~i0 & ~i1 & ~i2 & ~i4) | (i4 & ~i0 & ~i1 & ~i2 & ~i3); (i0 & i1 & i2 & i3 & i4 & ~i0 & ~i1 & ~i2 & ~i4) | (i0 & i1 & i2 & i3 & ~i0 & ~i1 & ~i2 & ~i4) | (i0 & i1 & i2 & i4 & ~i1 & ~i3 & ~i4) | (i0 & i1 & i3 & ~i1 & ~i3 & ~i4) | (i0 & i1 & i3) | (i0 & i1 & ~i0 & ~i4) | (i0 & i1 & ~i4) | (i0 & i2 & i3) | (i0 & i2 & i4 & ~i0 & ~i3) | (i0 & i2 & ~i4) | (i0 & i3 & ~i0 & ~i1 & ~i2 & ~i4) | (i0 & ~i1 & ~i2 & ~i3 & ~i4) | (i0 & ~i2 & ~i4) | (i1 & i2 & i3 & i4) | (i1 & i2 & i3 & ~i0 & ~i2 & ~i3 & ~i4) | (i1 & i2 & i3 & ~i2 & ~i4) | (i1 & i2 & i4 & ~i0 & ~i1 & ~i3) | (i1 & i2 & i4 & ~i0 & ~i2 & ~i3) | (i1 & i2 & i4) | (i1 & i2 & ~i3 & ~i4) | (i1 & i2 & ~i3) | (i1 & i3 & ~i1 & ~i2 & ~i3 & ~i4) | (i1 & ~i1 & ~i4) | (i2 & ~i0 & ~i1 & ~i2 & ~i3 & ~i4) | (i3 & ~i0 & ~i1 & ~i2) | (i3 & ~i0 & ~i1 & ~i4) | (i3 & ~i1 & ~i4) | (i4 & ~i0 & ~i1 & ~i2 & ~i3) | (i4 & ~i0 & ~i2 & ~i3) | (i4 & ~i0 & ~i3) | (i4 & ~i1 & ~i2 & ~i3 & ~i4) | (~i1 & ~i2 & ~i3) | (~i2 & ~i4), Valid, 8.837021827697754, 2.7235605716705322, 0.15750110220801755, 5.995348977841469, 3.0, 65, 25, 2322, 672, 5, 6, 6, 21519, 12807, 5
xor_6_10.v, 1, 0, 1, 155, 1, 0.01, 50, 6, 10, 0, (i0 & i1 & i2 & i3 & i4 & i5 & ~i0 & ~i1 & ~i3 & ~i4 & ~i5) | (i0 & i1 & i2 & i3 & i4 & ~i1 & ~i4 & ~i5) | (i0 & i1 & i2 & i3 & i5 & ~i4 & ~i5) | (i0 & i1 & i2 & i3 & ~i1 & ~i4 & ~i5) | (i0 & i1 & i2 & i3 & ~i4 & ~i5) | (i0 & i1 & i5 & ~i0 & ~i1 & ~i2 & ~i3 & ~i5) | (i0 & i2 & i3 & ~i1 & ~i2 & ~i3 & ~i4 & ~i5) | (i0 & i3 & i4 & i5 & ~i2 & ~i3 & ~i4 & ~i5) | (i0 & i3 & i4 & ~i0 & ~i1 & ~i3 & ~i4 & ~i5) | (i1 & i2 & i3 & i4 & i5 & ~i0 & ~i2 & ~i3 & ~i5) | (i2 & i3 & i4 & i5 & ~i0 & ~i1 & ~i2 & ~i3 & ~i4); (i0 & i1 & i2 & i3 & i5) | (i0 & i1 & i2 & i4 & ~i1 & ~i2 & ~i3 & ~i4) | (i0 & i2 & i5 & ~i1 & ~i3 & ~i4) | (i0 & i2 & ~i0 & ~i2 & ~i4) | (i0 & i2 & ~i2 & ~i3 & ~i4 & ~i5) | (i0 & i3 & i5 & ~i1 & ~i2 & ~i4) | (i0 & i3 & ~i1 & ~i2 & ~i4 & ~i5) | (i0 & i3 & ~i1 & ~i2 & ~i4) | (i0 & i3 & ~i1 & ~i4 & ~i5) | (i1 & i2 & i3 & i4 & i5 & ~i0) | (i1 & i2 & i3 & i4 & i5) | (i1 & i2 & ~i0 & ~i1 & ~i2 & ~i3 & ~i4 & ~i5) | (i1 & i2 & ~i0 & ~i3 & ~i5) | (i1 & i3 & i4 & i5 & ~i0 & ~i1 & ~i2 & ~i3 & ~i4) | (i1 & i3 & i4 & i5 & ~i0 & ~i1 & ~i2 & ~i5) | (i1 & i3 & i4 & i5 & ~i0 & ~i3 & ~i4) | (i1 & i3 & i4 & ~i0 & ~i1 & ~i2) | (i1 & i3 & i4 & ~i0 & ~i2) | (i1 & ~i3 & ~i4 & ~i5) | (i2 & i3 & i4 & i5 & ~i0) | (i2 & i4 & ~i0 & ~i1 & ~i3 & ~i4 & ~i5) | (i3 & i4 & i5 & ~i1 & ~i4 & ~i5) | (i3 & i4 & ~i0 & ~i2 & ~i5) | (i4 & i5 & ~i1 & ~i2 & ~i3) | (~i0 & ~i3 & ~i4 & ~i5) | (~i2 & ~i3 & ~i4 & ~i5); (i0 & i1 & i2 & i3 & i4 & i5 & ~i1 & ~i2 & ~i3 & ~i4 & ~i5) | (i0 & i1 & i2 & i3 & ~i1 & ~i2 & ~i5) | (i0 & i1 & i2 & i3 & ~i5) | (i0 & i1 & i3 & i4 & ~i3 & ~i4 & ~i5) | (i0 & i1 & i3 & i5 & ~i0) | (i0 & i1 & ~i2 & ~i3 & ~i5) | (i0 & i2 & i3 & i4 & i5 & ~i0 & ~i1 & ~i2) | (i0 & i2 & i3 & i4 & i5 & ~i1 & ~i2 & ~i4) | (i0 & i2 & i4 & i5 & ~i0 & ~i4) | (i0 & i2 & i4 & i5 & ~i3 & ~i5) | (i0 & i2 & i5 & ~i1 & ~i2) | (i0 & i2 & i5 & ~i1) | (i0 & i2 & ~i1 & ~i3 & ~i5) | (i0 & i3 & i4 & i5 & ~i0 & ~i1 & ~i2 & ~i5) | (i0 & i3 & i4 & ~i1 & ~i2) | (i0 & i4 & ~i1 & ~i3 & ~i5) | (i0 & ~i2 & ~i3 & ~i5) | (i1 & i2 & i3 & i4 & i5 & ~i0 & ~i2) | (i1 & i2 & i4 & i5 & ~i0 & ~i1) | (i1 & i2 & i5 & ~i0 & ~i1 & ~i4 & ~i5) | (i1 & i2 & i5 & ~i3 & ~i4) | (i1 & i3 & i4 & i5 & ~i0 & ~i2 & ~i4) | (i1 & i3 & ~i0 & ~i4 & ~i5) | (i1 & i4 & i5 & ~i0) | (i1 & i4 & ~i3) | (i1 & i5 & ~i1 & ~i2 & ~i3 & ~i4 & ~i5) | (i2 & i3 & i4 & ~i0 & ~i1 & ~i5) | (i3 & i5 & ~i2) | (i3 & ~i0 & ~i1 & ~i2 & ~i3) | (i5 & ~i1 & ~i2 & ~i3 & ~i4) | (i5 & ~i1 & ~i3 & ~i4); (i0 & i1 & i2 & i3 & ~i0 & ~i3 & ~i4) | (i0 & i1 & i3 & i4 & ~i2 & ~i5) | (i0 & i1 & i4 & i5 & ~i0 & ~i4) | (i0 & i2 & i3 & i4 & ~i0 & ~i1 & ~i4) | (i0 & i2 & i3 & ~i0 & ~i1) | (i0 & i2 & ~i5) | (i0 & i3 & i4 & i5 & ~i0 & ~i2 & ~i3 & ~i4) | (i0 & i3 & i4 & ~i5) | (i0 & i3 & i5 & ~i1 & ~i2) | (i0 & ~i3 & ~i4 & ~i5) | (i1 & i2 & i3 & i5 & ~i0) | (i1 & i2 & i4 & ~i0 & ~i2 & ~i3 & ~i4 & ~i5) | (i1 & i2 & i5 & ~i0 & ~i4) | (i1 & i2 & ~i0 & ~i4 & ~i5) | (i1 & i2 & ~i4) | (i1 & i3 & i4 & ~i2 & ~i3 & ~i5) | (i1 & i3 & i5 & ~i0) | (i1 & i3 & ~i0 & ~i2) | (i1 & i4 & i5 & ~i0 & ~i2 & ~i3 & ~i5) | (i1 & i5 & ~i0 & ~i2) | (i1 & ~i0 & ~i2 & ~i4) | (i2 & i3 & i4 & ~i0 & ~i1) | (i2 & i3 & i4 & ~i1 & ~i3 & ~i5) | (i2 & i3 & i5 & ~i0 & ~i1 & ~i4) | (i2 & i4 & i5 & ~i1 & ~i3) | (i2 & i4 & ~i0 & ~i1 & ~i3 & ~i5) | (i2 & i4 & ~i0 & ~i1 & ~i3) | (i2 & i4 & ~i1 & ~i3 & ~i5) | (i2 & ~i3 & ~i5) | (i2 & ~i4 & ~i5) | (i3 & i5 & ~i2 & ~i4) | (i4 & ~i0 & ~i1 & ~i2 & ~i3 & ~i5); (i0 & i1 & i2 & i3 & i4 & i5 & ~i2 & ~i3 & ~i5) | (i0 & i1 & i3 & i4 & i5) | (i0 & i1 & i3 & i4 & ~i2) | (i0 & i1 & i3 & i4 & ~i5) | (i0 & i1 & i3 & i5 & ~i2) | (i0 & i2 & i3 & ~i1 & ~i4) | (i0 & i2 & i4 & i5 & ~i3) | (i0 & i2 & i4 & ~i3 & ~i5) | (i0 & i2 & ~i3 & ~i5) | (i0 & i4 & i5 & ~i3 & ~i5) | (i0 & i4 & ~i1 & ~i3) | (i0 & i5 & ~i1 & ~i2 & ~i3 & ~i4) | (i1 & i2 & i4 & i5 & ~i3) | (i1 & i2 & i5 & ~i0 & ~i1 & ~i4) | (i1 & i2 & i5 & ~i3) | (i1 & i3 & ~i0 & ~i4 & ~i5) | (i1 & i4 & ~i0 & ~i2 & ~i3) | (i1 & i5 & ~i0 & ~i1 & ~i2 & ~i3 & ~i5) | (i1 & i5 & ~i1 & ~i2) | (i1 & ~i0 & ~i2 & ~i3) | (i1 & ~i0 & ~i2 & ~i5) | (i2 & i3 & i4 & ~i5) | (i2 & i4 & i5 & ~i2 & ~i3 & ~i4 & ~i5) | (i2 & i5 & ~i0 & ~i4) | (i2 & ~i0 & ~i2 & ~i3 & ~i4) | (i2 & ~i1 & ~i3 & ~i5) | (i3 & i5 & ~i0 & ~i1) | (i4 & i5 & ~i2) | (i5 & ~i0 & ~i2 & ~i3 & ~i4) | (i5 & ~i1 & ~i2 & ~i3) | (~i0 & ~i1 & ~i2 & ~i3); (i0 & i1 & i3 & i4 & i5 & ~i0 & ~i2) | (i0 & i1 & i3 & i4 & ~i5) | (i0 & i1 & i4 & ~i5) | (i0 & i1 & i5 & ~i1 & ~i2 & ~i3 & ~i4 & ~i5) | (i0 & i1 & i5 & ~i2) | (i0 & i1 & ~i1 & ~i3) | (i0 & i2 & i3 & i5 & ~i1 & ~i4) | (i0 & i2 & i3 & ~i1 & ~i2 & ~i3 & ~i4 & ~i5) | (i0 & i2 & i3 & ~i4) | (i0 & i2 & i5 & ~i1) | (i0 & i2 & i5 & ~i3 & ~i4 & ~i5) | (i0 & i3 & i5 & ~i1 & ~i4) | (i0 & i5 & ~i1 & ~i3 & ~i4) | (i0 & ~i2 & ~i3 & ~i5) | (i1 & i2 & i3 & i4 & ~i0 & ~i5) | (i1 & i2 & i5 & ~i0) | (i1 & i3 & i4 & ~i0 & ~i2 & ~i5) | (i1 & i3 & i4 & ~i0 & ~i5) | (i1 & i3 & i4 & ~i0) | (i1 & i3 & i4 & ~i2) | (i2 & i3 & i5 & ~i0 & ~i4) | (i2 & i4 & ~i0 & ~i1 & ~i5) | (i2 & i4 & ~i0 & ~i3) | (i2 & i4 & ~i1 & ~i3 & ~i5) | (i2 & i4 & ~i3 & ~i5) | (i2 & i5 & ~i1 & ~i3) | (i2 & ~i0 & ~i2 & ~i4 & ~i5) | (i3 & i4 & ~i0 & ~i2 & ~i5) | (i4 & ~i1 & ~i3) | (i5 & ~i1 & ~i2 & ~i3 & ~i4) | (~i0 & ~i2 & ~i4 & ~i5) | (~i1 & ~i2 & ~i5) | (~i3 & ~i4); (i0 & i1 & i2 & i4 & ~i0 & ~i1 & ~i2 & ~i3 & ~i4) | (i0 & i1 & i3 & i4 & ~i0 & ~i1 & ~i2 & ~i4) | (i0 & i1 & i4 & ~i3 & ~i4 & ~i5) | (i0 & i1 & ~i0 & ~i2) | (i0 & i1 & ~i4) | (i0 & i2 & i5 & ~i1 & ~i3 & ~i4 & ~i5) | (i0 & i2 & ~i2 & ~i3 & ~i5) | (i0 & i2 & ~i3 & ~i4) | (i0 & i4 & ~i0 & ~i1 & ~i2 & ~i3 & ~i5) | (i0 & ~i1 & ~i5) | (i1 & i2 & i3 & ~i0 & ~i1 & ~i2 & ~i4) | (i1 & i2 & i4 & i5 & ~i0 & ~i1 & ~i2 & ~i3 & ~i4 & ~i5) | (i1 & i2 & ~i0 & ~i2 & ~i4 & ~i5) | (i1 & i2 & ~i4 & ~i5) | (i1 & i3 & i4 & ~i0 & ~i1 & ~i5) | (i1 & i3 & ~i0 & ~i1 & ~i2 & ~i3 & ~i4 & ~i5) | (i1 & i3 & ~i0 & ~i1 & ~i2 & ~i3) | (i2 & i3 & i4 & ~i0 & ~i1 & ~i2 & ~i3 & ~i5) | (i2 & i3 & i5 & ~i0 & ~i1) | (i2 & i3 & i5 & ~i0) | (i2 & i4 & ~i1 & ~i2 & ~i3) | (i2 & i4 & ~i3 & ~i4 & ~i5) | (i3 & ~i1 & ~i2 & ~i4) | (i4 & ~i0 & ~i1) | (i4 & ~i1 & ~i2 & ~i3 & ~i5) | (i4 & ~i1 & ~i2 & ~i3) | (i4 & ~i2 & ~i5) | (i5 & ~i0 & ~i1 & ~i2 & ~i3 & ~i4) | (~i0 & ~i2 & ~i3) | (~i0 & ~i3 & ~i4 & ~i5) | (~i1 & ~i3 & ~i4 & ~i5) | (~i2 & ~i3 & ~i4 & ~i5); (i0 & i1 & i2 & i3 & i4 & ~i0 & ~i1) | (i0 & i1 & i2 & i3 & i4 & ~i2 & ~i3) | (i0 & i1 & i2 & i3 & i5) | (i0 & i1 & i2 & ~i0 & ~i3 & ~i4) | (i0 & i1 & i3 & i5 & ~i1 & ~i2 & ~i3 & ~i4 & ~i5) | (i0 & i1 & ~i2 & ~i3) | (i0 & i2 & i3 & i4 & i5 & ~i0 & ~i1 & ~i2 & ~i3 & ~i5) | (i0 & i2 & i4 & ~i1 & ~i3 & ~i5) | (i0 & i3 & i4 & i5 & ~i0 & ~i2) | (i0 & i3 & i4 & i5 & ~i1) | (i0 & i3 & i5 & ~i1 & ~i2) | (i0 & i3 & ~i1 & ~i4 & ~i5) | (i0 & i3 & ~i1 & ~i4) | (i0 & i4 & ~i2 & ~i4 & ~i5) | (i0 & i5 & ~i2 & ~i3 & ~i4) | (i0 & ~i1 & ~i2 & ~i3 & ~i4) | (i0 & ~i2 & ~i5) | (i1 & i2 & i3 & i4 & i5) | (i1 & i2 & i4 & i5 & ~i0 & ~i3) | (i1 & i2 & ~i0 & ~i3 & ~i4) | (i1 & i2 & ~i3 & ~i4 & ~i5) | (i1 & i3 & i4 & i5 & ~i0 & ~i1) | (i1 & i3 & i4 & i5) | (i1 & i3 & i4 & ~i4) | (i1 & i3 & i4) | (i1 & i3 & i5 & ~i0 & ~i2) | (i1 & i5 & ~i0 & ~i4) | (i1 & i5 & ~i1 & ~i2) | (i1 & ~i0 & ~i3 & ~i4 & ~i5) | (i2 & i3 & i4 & ~i0 & ~i3) | (i2 & i4 & i5 & ~i0 & ~i1 & ~i3) | (i2 & i4 & i5 & ~i0 & ~i1) | (i2 & i4 & i5 & ~i1) | (i2 & i4 & ~i0 & ~i3) | (i2 & i5 & ~i0 & ~i3 & ~i4 & ~i5) | (i2 & ~i0 & ~i5) | (i3 & ~i1 & ~i2 & ~i4) | (i4 & i5 & ~i0 & ~i1); (i0 & i1 & i3 & ~i5) | (i0 & i1 & i4 & ~i3) | (i0 & i1 & i4) | (i0 & i2 & i4 & ~i4 & ~i5) | (i0 & i2 & i5 & ~i3 & ~i4) | (i0 & i3 & i5 & ~i0 & ~i2 & ~i3 & ~i5) | (i0 & i4 & ~i1 & ~i3 & ~i5) | (i0 & i4 & ~i2 & ~i3 & ~i5) | (i0 & i5 & ~i1 & ~i3 & ~i4 & ~i5) | (i0 & i5 & ~i2 & ~i4) | (i0 & ~i1 & ~i3 & ~i5) | (i0 & ~i2 & ~i3 & ~i4) | (i1 & i2 & i3 & i4 & ~i0) | (i1 & i2 & i5 & ~i0 & ~i1 & ~i3 & ~i4 & ~i5) | (i1 & i2 & ~i0 & ~i3 & ~i4 & ~i5) | (i1 & i4 & i5 & ~i0 & ~i1 & ~i5) | (i1 & i4 & i5) | (i1 & i4 & ~i1 & ~i2 & ~i3 & ~i5) | (i1 & ~i2 & ~i3) | (i2 & i3 & i4) | (i2 & i3 & i5 & ~i0) | (i2 & i4 & i5 & ~i1 & ~i3 & ~i5) | (i2 & i5 & ~i1 & ~i3 & ~i4) | (i2 & ~i1 & ~i3 & ~i4) | (i2 & ~i1 & ~i3) | (i3 & i4 & ~i0 & ~i1) | (i3 & i5 & ~i0 & ~i1 & ~i3 & ~i4) | (i4 & ~i0 & ~i2) | (i5 & ~i0 & ~i1) | (i5 & ~i1 & ~i2 & ~i4); (i0 & i1 & i3 & i5 & ~i4) | (i0 & i1 & i3 & ~i2) | (i0 & i2 & i5 & ~i3) | (i0 & i2 & ~i1 & ~i3) | (i0 & i3 & i4 & i5 & ~i0) | (i0 & i3 & ~i1 & ~i2) | (i0 & i4 & ~i0 & ~i1 & ~i3 & ~i5) | (i0 & i4 & ~i2 & ~i5) | (i0 & ~i0 & ~i1 & ~i2 & ~i4 & ~i5) | (i1 & i2 & i3 & i5) | (i1 & i2 & i4 & ~i1 & ~i4 & ~i5) | (i1 & i3 & i4 & ~i0 & ~i3 & ~i5) | (i1 & i3 & i5 & ~i4) | (i1 & i3 & ~i4) | (i1 & i4 & ~i0 & ~i1) | (i1 & ~i0 & ~i1 & ~i2 & ~i3 & ~i4 & ~i5) | (i2 & i3 & i5 & ~i0 & ~i4) | (i2 & i3 & i5 & ~i4) | (i2 & ~i0 & ~i1 & ~i5) | (i2 & ~i0 & ~i1) | (i3 & ~i0 & ~i1 & ~i2 & ~i4 & ~i5) | (i3 & ~i0 & ~i1 & ~i4 & ~i5) | (i3 & ~i0 & ~i1) | (i3 & ~i2 & ~i5) | (i4 & ~i0 & ~i1 & ~i4) | (i4 & ~i1 & ~i2 & ~i3 & ~i5) | (i4 & ~i1 & ~i5) | (i5 & ~i0 & ~i4) | (~i0 & ~i1 & ~i2 & ~i3) | (~i0 & ~i1) | (~i0 & ~i2 & ~i3 & ~i4) | (~i0 & ~i2 & ~i3) | (~i0 & ~i5) | (~i1 & ~i3 & ~i5), Valid, 38.419119358062744, 4.939655303955078, 0.19004054751100916, 14.452246324281344, 10.0, 298, 188, 10062, 5325, 6, 18, 16, 242777, 221242, 6
multiplexer_1_1.v, 1, 0, 1, 1, 1, 0.01, 50, 1, 1, 0, (i0 & ~i0) | (i0) | (~i0), Valid, 0.4383535385131836, 1.7152912616729736, 1.717504776706666e-17, 0.0, 1.0, 3, 0, 30, 4, 0, 1, 0, 4, 4, 0
xor_4_2.v, 1, 0, 1, 31, 1, 0.01, 50, 4, 2, 0, (i0 & i1 & i2 & i3 & ~i1 & ~i2 & ~i3) | (i0 & i1 & i2 & i3 & ~i1 & ~i2) | (i0 & i1 & i2 & i3 & ~i1 & ~i3) | (i0 & i1 & i2 & i3 & ~i2 & ~i3) | (i0 & i1 & i3 & ~i1 & ~i3) | (i0 & i2 & i3 & ~i0 & ~i1 & ~i2 & ~i3) | (i0 & i3 & ~i1 & ~i2 & ~i3) | (i1 & i2 & i3 & ~i1 & ~i3) | (i1 & i2 & i3 & ~i2 & ~i3) | (i1 & i3 & ~i0 & ~i1 & ~i3) | (i2 & i3 & ~i1 & ~i2 & ~i3); (i0 & i1 & i2 & i3 & ~i0) | (i0 & i1 & i2 & i3) | (i0 & i1 & i2 & ~i0 & ~i1 & ~i2) | (i0 & i1 & i3 & ~i0 & ~i1 & ~i2) | (i0 & i1 & ~i2 & ~i3) | (i0 & i2 & ~i1 & ~i2 & ~i3) | (i0 & i2 & ~i1 & ~i3) | (i0 & i3 & ~i1 & ~i2) | (i1 & i2 & i3 & ~i0 & ~i1) | (i1 & i2 & ~i0 & ~i3) | (i1 & i3 & ~i0 & ~i2) | (i2 & i3 & ~i0 & ~i1) | (~i0 & ~i1 & ~i2 & ~i3), Valid, 3.3763973712921143, 2.2204465866088867, 0.05694515007379583, 5.05494530072268, 2.0, 24, 8, 769, 224, 4, 4, 7, 1170, 798, 4
xor_2_2.v, 1, 0, 1, 35, 1, 0.01, 50, 2, 2, 0, (i0 & i1 & ~i0 & ~i1) | (i0 & i1 & ~i1); (i0 & i1 & ~i1) | (i0 & i1) | (i0 & ~i0 & ~i1) | (i1 & ~i0 & ~i1) | (~i0 & ~i1), Valid, 2.936258554458618, 1.823500156402588, 0.13582450797903992, 1.8618366816827028, 2.0, 7, 2, 151, 40, 2, 4, 4, 49, 49, 2
xor_3_1.v, 1, 0, 1, 19, 1, 0.01, 50, 3, 1, 0, (i0 & i1 & i2 & ~i0 & ~i1 & ~i2) | (i0 & i1 & i2 & ~i0) | (i0 & i1 & i2 & ~i2) | (i0 & i1 & ~i0 & ~i1 & ~i2) | (i0 & i1 & ~i0 & ~i2) | (i0 & i1 & ~i2) | (i0 & i2 & ~i0 & ~i1) | (i0 & i2 & ~i1 & ~i2) | (i0 & i2 & ~i1) | (i0 & ~i0 & ~i1 & ~i2) | (i0 & ~i0 & ~i1) | (i1 & i2 & ~i0 & ~i1) | (i1 & i2 & ~i0) | (~i0 & ~i1 & ~i2), Valid, 1.7984588146209717, 2.077603578567505, 0.26208998253402743, 3.263357122987491, 1.0, 14, 4, 370, 89, 3, 2, 4, 140, 110, 3
