Benchmark, #Vars, #Output Vars, #Eqns, Epochs, Samples Enumerated, Preprocess Time
sample1_preprocessed.v,3,2,2,5,10000,0.30889344215393066
sample1_preprocessed.v,3,2,2,5,10000,0.19843482971191406
sample1_preprocessed.v,3,2,2,5,10000,0.19861745834350586
sample2_preprocessed.v,3,1,3,5,10000,0.23272323608398438
sample2_preprocessed.v,3,1,3,50,10000,0.2067556381225586
sample7_preprocessed.v,13,9,16,5,10000,0.5169832706451416
sample7_preprocessed.v,13,9,16,5,10000,0.4598262310028076
sample7_preprocessed.v,13,9,16,5,100000,0.4468209743499756
sample7_preprocessed.v,13,9,16,5,100000,0.4589262008666992
sample7_preprocessed.v,13,9,16,5,100000,0.43777036666870117
sample7_preprocessed.v,13,9,16,5,100000,0.431790828704834
sample7_preprocessed.v,13,9,16,5,1000000,0.44059062004089355
sample7_preprocessed.v,13,9,16,5,1000000,0.4386610984802246
sample7_preprocessed.v,13,9,16,5,1000000,0.43164658546447754
sample7_preprocessed.v,13,9,16,5,10000,0.43137121200561523
sample7_preprocessed.v,13,9,16,5,10000,0.4618041515350342
sample2_preprocessed.v,3,1,3,5,10000,0.20951414108276367
sample7_preprocessed.v,13,9,16,5,10000,0.40828847885131836
sample7_preprocessed.v,13,9,16,5,10000,0.42570996284484863
sample7_preprocessed.v,13,9,16,5,10000,0.4550602436065674
sample7_preprocessed.v,13,9,16,5,10000,0.44456982612609863
sample1_preprocessed.v,3,2,2,5,10000,0.2294011116027832
sample1_preprocessed.v,3,2,2,200,10000,0.21441388130187988
sample1_preprocessed.v,3,2,2,200,10000,0.2360548973083496
sample1_preprocessed.v,3,2,2,200,10000,0.21886062622070312
sample1_preprocessed.v,3,2,2,200,10000,0.2278900146484375
sample1_preprocessed.v,3,2,2,200,10000,0.20274901390075684
sample1_preprocessed.v,3,2,2,200,10000,0.18663763999938965
sample1_preprocessed.v,3,2,2,200,10000,0.21625232696533203
sample1_preprocessed.v,3,2,2,200,10000,0.20078516006469727
sample1_preprocessed.v,3,2,2,200,10000,0.22738409042358398
sample1_preprocessed.v,3,2,2,200,10000,0.18487882614135742
sample1_preprocessed.v,3,2,2,200,10000,0.2039041519165039
sample1_preprocessed.v,3,2,2,200,10000,0.196516752243042
sample1_preprocessed.v,3,2,2,200,10000,0.22630572319030762
sample1_preprocessed.v,3,2,2,200,10000,0.19770050048828125
sample1_preprocessed.v,3,2,2,20,100000,0.1914224624633789
sample1_preprocessed.v,3,2,2,5,100000,0.21587371826171875
sample1_preprocessed.v,3,2,2,5,10000,0.1857142448425293
sample1_preprocessed.v,3,2,2,5,10000,0.21249842643737793
sample1_preprocessed.v,3,2,2,5,10000,0.20349836349487305
sample1_preprocessed.v,3,2,2,5,10000,0.21639800071716309
sample1_preprocessed.v,3,2,2,50,10000,0.1912403106689453
sample1_preprocessed.v,3,2,2,50,10000,0.3486459255218506
sample1_preprocessed.v,3,2,2,5,10000,0.1972954273223877
sample1_preprocessed.v,3,2,2,5,10000,0.8094744682312012
sample1_preprocessed.v,3,2,2,5,10000,0.3886232376098633
sample1_preprocessed.v,3,2,2,5,10000,0.3061847686767578
sample1_preprocessed.v,3,2,2,5,10000,0.24964332580566406
sample1_preprocessed.v,3,2,2,5,10000,0.18549823760986328
sample1_preprocessed.v,3,2,2,5,10000,0.19773101806640625
sample1_preprocessed.v,3,2,2,5,10000,0.17787718772888184
sample1_preprocessed.v,3,2,2,5,10000,0.19030499458312988
sample1_preprocessed.v,3,2,2,5,10000,0.1864328384399414
sample1_preprocessed.v,3,2,2,5,10000,0.18982839584350586
sample1_preprocessed.v,3,2,2,50,10000,0.19985222816467285
sample1_preprocessed.v,3,2,2,50,100000,0.1797335147857666
sample1_preprocessed.v,3,2,2,5,10000,0.1865861415863037
sample1_preprocessed.v,3,2,2,5,10000,0.18106889724731445
sample1_preprocessed.v,3,2,2,5,10000,0.1971592903137207
sample6_preprocessed.v,5,1,4,5,10000,0.22480130195617676
sample6_preprocessed.v,5,2,4,5,10000,0.219191312789917
sample6_preprocessed.v,5,2,4,5,10000,0.2129054069519043
sample1_preprocessed.v,3,2,2,5,10000,0.17774748802185059
sample6_preprocessed.v,5,2,4,5,10000,0.24029755592346191
sample6_preprocessed.v,5,2,4,5,10000,0.2107224464416504
sample6_preprocessed.v,5,2,4,5,10000,0.22132420539855957
sample6_preprocessed.v,5,3,4,5,10000,0.2494211196899414
sample7_preprocessed.v,13,9,16,5,10000,0.4310421943664551
sample7_preprocessed.v,13,9,16,5,10000,0.4111964702606201
sample6_preprocessed.v,5,2,4,5,10000,0.21138381958007812
sample8_preprocessed.v,66,23,554,5,10000,9.992596626281738
sample6.v,5,2,4,5,10000,0.26322221755981445
sample8.v,66,23,554,5,10000,10.098400115966797
sample6.v,5,2,4,5,10000,0.311326265335083
sample6_preprocessed.v,5,2,4,5,10000,0.2995915412902832
sample6_preprocessed.v,5,2,4,5,10000,0.2716374397277832
sample6_preprocessed.v,2,5,4,5,10000,0.21869301795959473
sample6_preprocessed.v,2,5,4,5,10000,0.2102200984954834
sample6.v,2,5,4,5,10000,0.2149808406829834
sample6.v,5,2,4,5,10000,0.21586155891418457
sample6.v,5,2,4,5,10000,0.20028138160705566
sample6.v,5,2,4,5,10000,0.21819067001342773
sample6.v,5,2,4,5,10000,0.20953941345214844
sample6.v,5,2,4,5,10000,0.22069525718688965
sample6.v,5,2,4,5,10000,0.21928071975708008
sample6.v,5,2,4,50,10000,0.22552871704101562
sample6.v,5,2,4,50,100000,0.2302534580230713
sample6.v,5,1,4,50,100000,0.206099271774292
Q_2-3_v-80-100_r-11.0.v,180,100,2200,50,100000,86.31998181343079
Q_2-3_v-80-100_r-11.1.v,180,100,2200,50,100000,85.63992476463318
Q_2-3_v-80-100_r-11.2.v,180,100,2200,50,100000,87.25327324867249
Q_2-3_v-80-100_r-11.3.v,180,100,2200,50,100000,83.40387058258057
Q_2-3_v-80-100_r-11.4.v,180,100,2200,50,100000,83.77362585067749
Q_2-3_v-80-100_r-11.5.v,180,100,2200,50,100000,82.15796256065369
Q_2-3_v-80-100_r-11.6.v,180,100,2200,50,100000,87.34752655029297
Q_2-3_v-80-100_r-11.7.v,180,100,2200,50,100000,86.42533540725708
Q_2-3_v-80-100_r-11.8.v,180,100,2200,50,100000,84.61593890190125
Q_2-3_v-80-100_r-11.9.v,180,100,2200,50,100000,87.36874794960022
Q_2-3_v-80-100_r-13.0.v,180,100,2600,50,100000,107.64821767807007
Q_2-3_v-80-100_r-13.1.v,180,100,2600,50,100000,109.71076679229736
Q_2-3_v-80-100_r-13.2.v,180,100,2600,50,100000,114.71861910820007
Q_2-3_v-80-100_r-13.3.v,180,100,2600,50,100000,109.71402597427368
Q_2-3_v-80-100_r-13.4.v,180,100,2600,50,100000,111.87582850456238
Q_2-3_v-80-100_r-13.5.v,180,100,2600,50,100000,111.6161482334137
Q_2-3_v-80-100_r-13.6.v,180,100,2600,50,100000,107.7655279636383
Q_2-3_v-80-100_r-13.7.v,180,100,2600,50,100000,108.47064399719238
Q_2-3_v-80-100_r-13.8.v,180,100,2600,50,100000,108.54610109329224
Q_2-3_v-80-100_r-13.9.v,180,100,2600,50,100000,107.02364921569824
add20y.sat.v,66,23,554,50,100000,9.768221139907837
amba2c7n.sat.v,73,37,1981,50,100000,64.55240297317505
amba2f9n.sat.v,79,40,2572,50,100000,98.80440354347229
amba3b5y.sat.v,93,47,3356,50,100000,153.9384572505951
amba4c7n.sat.v,100,50,6028,50,100000,418.7197046279907
amba5b5n.sat.v,122,61,6298,50,100000,448.83906149864197
axquery_query42_1344n.v,601,539,3277,50,100000,151.32478594779968
bobsm5378d2_all_bit_differing_from_cycle.v,547,33,1912,50,100000,66.25426745414734
bobsm9234_all_bit_differing_from_cycle.v,722,33,3353,50,100000,155.79644560813904
bobsmhdlc1_all_bit_differing_from_cycle.v,641,48,2758,50,100000,116.19722890853882
bobsmhdlc2_all_bit_differing_from_cycle.v,639,48,2743,50,100000,118.0391685962677
bobsmhdlc3_all_bit_differing_from_cycle.v,661,48,2765,50,100000,117.75085663795471
bobsmhdlc_all_bit_differing_from_cycle.v,643,48,2765,50,100000,116.43282341957092
bobsynthetic2_all_bit_differing_from_cycle.v,600,200,9429,50,100000,880.4434185028076
bobsynthetic_all_bit_differing_from_cycle.v,180,60,4849,50,100000,251.36577343940735
bobtuint04neg_all_bit_differing_from_cycle.v,637,205,2769,50,100000,116.59368133544922
bobtuint05neg_all_bit_differing_from_cycle.v,637,205,2769,50,100000,117.41976141929626
bobtuint06_all_bit_differing_from_cycle.v,637,205,2769,50,100000,113.81984901428223
bobtuint06neg_all_bit_differing_from_cycle.v,637,205,2769,50,100000,115.2724928855896
bobtuint07neg_all_bit_differing_from_cycle.v,637,205,2769,50,100000,115.01585841178894
bobtuint08neg_all_bit_differing_from_cycle.v,637,206,2769,50,100000,118.8964307308197
bobtuint09neg_all_bit_differing_from_cycle.v,637,203,2769,50,100000,114.15223670005798
bobtuint10neg_all_bit_differing_from_cycle.v,637,205,2769,50,100000,117.15083312988281
bobtuint11neg_all_bit_differing_from_cycle.v,637,205,2769,50,100000,115.14961886405945
bobtuint12neg_all_bit_differing_from_cycle.v,637,205,2769,50,100000,115.12313508987427
bobtuint13neg_all_bit_differing_from_cycle.v,637,205,2769,50,100000,116.34392046928406
bobtuint14neg_all_bit_differing_from_cycle.v,637,205,2769,50,100000,114.36024641990662
bobtuint15neg_all_bit_differing_from_cycle.v,637,205,2769,50,100000,117.03225827217102
bobtuint16neg_all_bit_differing_from_cycle.v,637,205,2769,50,100000,116.9285340309143
bobtuint17neg_all_bit_differing_from_cycle.v,637,205,2769,50,100000,116.71216750144958
bobtuint18neg_all_bit_differing_from_cycle.v,637,205,2769,50,100000,116.86370086669922
bobtuint19neg_all_bit_differing_from_cycle.v,637,205,2769,50,100000,116.46742177009583
bobtuint20neg_all_bit_differing_from_cycle.v,637,205,2769,50,100000,115.47937059402466
bobtuint21neg_all_bit_differing_from_cycle.v,637,205,2769,50,100000,115.62257194519043
bobtuint22neg_all_bit_differing_from_cycle.v,637,205,2769,50,100000,114.91117644309998
bobtuint23neg_all_bit_differing_from_cycle.v,637,205,2769,50,100000,118.19542527198792
bobtuint24neg_all_bit_differing_from_cycle.v,637,205,2769,50,100000,112.94246935844421
bobtuint25neg_all_bit_differing_from_cycle.v,637,205,2769,50,100000,119.66040992736816
bobtuint26neg_all_bit_differing_from_cycle.v,637,205,2769,50,100000,116.72024488449097
bobtuint27neg_all_bit_differing_from_cycle.v,637,205,2769,50,100000,115.12513566017151
bobtuint28neg_all_bit_differing_from_cycle.v,637,205,2769,50,100000,113.13835406303406
bobtuint29neg_all_bit_differing_from_cycle.v,637,205,2769,50,100000,118.64085555076599
bobtuint30neg_all_bit_differing_from_cycle.v,637,205,2769,50,100000,116.25887155532837
bobtuint31neg.v,922,710,5963,50,100000,431.76839208602905
bobtuint31neg_all_bit_differing_from_cycle.v,637,205,2769,50,100000,116.0185751914978
bobtuintorneg_all_bit_differing_from_cycle.v,637,205,2769,50,100000,115.40908145904541
bs128n.sat.v,268,131,6738,50,100000,455.57828760147095
bs128y.sat.v,268,131,6734,50,100000,445.78994512557983
cache-coherence-2-fixpoint-2.v,690,276,3181,50,100000,145.61516690254211
cache-coherence-2-fixpoint-4.v,1242,552,6733,50,100000,543.1159269809723
cache-coherence-2-fixpoint-5.v,1518,690,8509,50,100000,815.5695617198944
cache-coherence-2-fixpoint-6.v,1794,828,10287,50,100000,1176.3265523910522
cache-coherence-3-fixpoint-1.v,600,200,2098,50,100000,78.74719166755676
cache-coherence-3-fixpoint-2.v,1000,400,4758,50,100000,290.35771203041077
cache-coherence-3-fixpoint-3.v,1400,600,7420,50,100000,644.7307734489441
ceiling128.v,792,536,4275,50,100000,243.22958159446716
ceiling256.v,1591,1079,8596,50,100000,878.986204624176
ceiling32.v,156,93,989,50,100000,24.051463842391968
ceiling64.v,391,263,2100,50,100000,75.23325109481812
ci.e#1.a#3.E#40.A#60.c#288.w#6.s#2.asp.v,100,0,6913,50,100000,475.8735399246216
ci.e#1.a#3.E#40.A#60.c#384.w#6.s#8.asp.v,100,0,9217,50,100000,789.949622631073
ci.e#1.a#3.E#40.A#60.c#400.w#2.s#1.asp.v,100,0,3201,50,100000,124.17173981666565
ci.e#1.a#3.E#40.A#60.c#408.w#2.s#1.asp.v,100,0,3265,50,100000,127.04504299163818
ci.e#1.a#3.E#40.A#60.c#408.w#2.s#2.asp.v,100,0,3265,50,100000,127.98087906837463
ci.e#1.a#3.E#40.A#60.c#416.w#2.s#3.asp.v,100,0,3329,50,100000,131.10529613494873
ctrl.e#1.a#3.E#110.A#48.c#.w#9.s#13.asp.v,158,0,7921,50,100000,607.683315038681
ctrl.e#1.a#3.E#112.A#48.c#.w#5.s#27.asp.v,160,0,4481,50,100000,224.48305130004883
ctrl.e#1.a#3.E#116.A#48.c#.w#7.s#56.asp.v,164,0,6497,50,100000,419.7021028995514
ctrl.e#1.a#3.E#118.A#48.c#.w#5.s#7.asp.v,166,0,4721,50,100000,247.1027112007141
ctrl.e#1.a#3.E#120.A#48.c#.w#3.s#3.asp.v,168,0,2881,50,100000,107.85239481925964
ctrl.e#1.a#3.E#124.A#48.c#.w#7.s#50.asp.v,172,0,6945,50,100000,475.1885652542114
ctrl.e#1.a#3.E#128.A#48.c#.w#3.s#26.asp.v,176,0,3073,50,100000,115.25878405570984
ctrl.e#1.a#3.E#128.A#48.c#.w#5.s#60.asp.v,176,0,5121,50,100000,283.9269218444824
ctrl.e#1.a#3.E#128.A#48.c#.w#7.s#1.asp.v,176,0,7169,50,100000,500.8290569782257
ctrl.e#1.a#3.E#128.A#48.c#.w#7.s#60.asp.v,176,0,7169,50,100000,504.28076362609863
ctrl.e#1.a#3.E#128.A#48.c#.w#7.s#7.asp.v,176,0,7169,50,100000,515.6707816123962
ctrl.e#1.a#3.E#128.A#48.c#.w#9.s#1.asp.v,176,0,9217,50,100000,816.5558121204376
ctrl.e#1.a#3.E#128.A#48.c#.w#9.s#60.asp.v,176,0,9217,50,100000,819.1637446880341
ctrl.e#1.a#3.E#134.A#48.c#.w#9.s#40.asp.v,182,0,9649,50,100000,896.9239003658295
ctrl.e_1.a_3.E_110.A_48.c_.w_9.s_13.asp.v,158,48,7921,50,100000,609.7554926872253
ctrl.e_1.a_3.E_112.A_48.c_.w_5.s_27.asp.v,160,48,4481,50,100000,220.09383940696716
ctrl.e_1.a_3.E_116.A_48.c_.w_7.s_56.asp.v,164,48,6497,50,100000,424.4814922809601
ctrl.e_1.a_3.E_118.A_48.c_.w_5.s_7.asp.v,166,48,4721,50,100000,236.53926038742065
ctrl.e_1.a_3.E_120.A_48.c_.w_3.s_3.asp.v,168,48,2881,50,100000,107.50969433784485
ctrl.e_1.a_3.E_122.A_48.c_.w_3.s_51.asp.v,170,48,2929,50,100000,110.11467909812927
ctrl.e_1.a_3.E_124.A_48.c_.w_7.s_50.asp.v,172,48,6945,50,100000,474.78470754623413
ctrl.e_1.a_3.E_128.A_48.c_.w_3.s_1.asp.v,176,48,3073,50,100000,119.94753766059875
ctrl.e_1.a_3.E_128.A_48.c_.w_3.s_17.asp.v,176,48,3073,50,100000,118.92499661445618
ctrl.e_1.a_3.E_128.A_48.c_.w_3.s_26.asp.v,176,48,3073,50,100000,115.44821834564209
ctrl.e_1.a_3.E_128.A_48.c_.w_3.s_60.asp.v,176,48,3073,50,100000,117.291512966156
ctrl.e_1.a_3.E_128.A_48.c_.w_5.s_1.asp.v,176,48,5121,50,100000,285.43883991241455
ctrl.e_1.a_3.E_128.A_48.c_.w_5.s_60.asp.v,176,48,5121,50,100000,280.23637413978577
ctrl.e_1.a_3.E_128.A_48.c_.w_7.s_1.asp.v,176,48,7169,50,100000,502.6598081588745
ctrl.e_1.a_3.E_128.A_48.c_.w_7.s_60.asp.v,176,48,7169,50,100000,498.2011766433716
ctrl.e_1.a_3.E_128.A_48.c_.w_7.s_7.asp.v,176,48,7169,50,100000,514.6492040157318
ctrl.e_1.a_3.E_128.A_48.c_.w_9.s_1.asp.v,176,48,9217,50,100000,805.0423903465271
ctrl.e_1.a_3.E_128.A_48.c_.w_9.s_60.asp.v,176,48,9217,50,100000,805.1400811672211
ctrl.e_1.a_3.E_130.A_48.c_.w_7.s_11.asp.v,178,48,7281,50,100000,511.31932258605957
ctrl.e_1.a_3.E_134.A_48.c_.w_9.s_40.asp.v,182,48,9649,50,100000,863.2624835968018
cycle_sched_12_2_1.sat.v,433,223,3612,50,100000,159.45776748657227
cycle_sched_2_10_1.sat.v,267,135,4142,50,100000,198.7288477420807
cycle_sched_4_4_2.sat.v,294,150,6389,50,100000,405.9529318809509
cycle_sched_6_6_2.sat.v,554,281,6388,50,100000,432.32066917419434
cycle_sched_6_7_1.sat.v,595,301,6561,50,100000,449.90844321250916
decomposition128.v,498,370,2820,50,100000,115.16893124580383
decomposition256.v,1002,746,5677,50,100000,394.4957857131958
decomposition32.v,120,88,669,50,100000,14.615027904510498
decomposition512.v,2010,1498,11424,50,100000,1516.2284941673279
decomposition64.v,246,182,1386,50,100000,38.09732246398926
driver_a10y.sat.v,832,409,4866,50,100000,297.3804383277893
driver_a9n.sat.v,832,409,6340,50,100000,446.9733474254608
driver_b8n.sat.v,663,323,5157,50,100000,312.07356667518616
driver_c9n.sat.v,214,105,2060,50,100000,67.95448184013367
driver_c9y.sat.v,214,105,1496,50,100000,42.74483060836792
driver_d9y.sat.v,154,81,1176,50,100000,30.610190629959106
eequery_query42_1344n.v,1009,935,4837,50,100000,305.24424409866333
eequery_query64_1344n.v,965,866,4263,50,100000,252.66030979156494
eijkbs1512_all_bit_differing_from_cycle.v,345,29,1424,50,100000,40.88450336456299
eijkbs3330.v,741,495,5322,50,100000,354.54713344573975
eijkbs3330_all_bit_differing_from_cycle.v,532,32,2135,50,100000,80.17969846725464
eijkbs4863.v,826,570,7019,50,100000,553.6945607662201
eijkbs4863_all_bit_differing_from_cycle.v,561,49,3594,50,100000,168.61734080314636
equalization128.v,934,682,6138,50,100000,461.9767439365387
equalization128_preprocessed.v,934,682,6138,50,100000,454.32009625434875
equalization256.v,1876,1368,11982,50,100000,1678.3358323574066
equalization32.v,228,168,1482,50,100000,42.86854529380798
equalization64.v,464,340,2967,50,100000,131.3344111442566
ethernet-fixpoint-1.v,706,244,2806,50,100000,121.53514909744263
ethernet-fixpoint-2.v,1198,503,7066,50,100000,577.9573876857758
ethernet-fixpoint-3.v,1690,762,11325,50,100000,1395.1065881252289
exquery_query42_1344n.v,601,539,3277,50,100000,154.86078929901123
factorization10.v,20,10,194,50,100000,4.686087608337402
factorization12.v,24,12,281,50,100000,5.394545793533325
factorization14.v,28,14,384,50,100000,7.709540128707886
factorization16.v,32,16,503,50,100000,11.916990280151367
factorization8.v,16,8,123,50,100000,2.9653501510620117
falsequ_query42_1344n.v,302,240,2161,50,100000,73.10668134689331
floor128.v,601,345,3515,50,100000,168.83103942871094
floor256.v,1201,689,7035,50,100000,575.0587382316589
floor32.v,151,87,882,50,100000,19.636816024780273
floor64.v,301,173,1761,50,100000,54.30322599411011
genbuf12b4y.sat.v,155,80,7055,50,100000,547.1379001140594
genbuf14b4y.sat.v,171,88,7211,50,100000,581.40682721138
genbuf7b4n.sat.v,113,58,3622,50,100000,171.77412700653076
genbuf8b4n.sat.v,121,62,5821,50,100000,397.8780400753021
genbuf9b4n.sat.v,132,68,5906,50,100000,392.58630561828613
intermediate128.v,894,638,5489,50,100000,379.9940755367279
intermediate256.v,1790,1278,10993,50,100000,1430.723093509674
intermediate32.v,222,158,1361,50,100000,38.3778555393219
intermediate64.v,446,318,2737,50,100000,310.17161560058594
itc-b13-fixpoint-1.v,149,47,696,50,100000,41.267566204071045
itc-b13-fixpoint-10.v,1175,569,12117,50,100000,1760.6226315498352
itc-b13-fixpoint-2.v,263,105,1966,50,100000,61.624019622802734
itc-b13-fixpoint-3.v,377,163,3234,50,100000,137.14522910118103
itc-b13-fixpoint-4.v,491,221,4502,50,100000,234.03612446784973
itc-b13-fixpoint-5.v,605,279,5772,50,100000,377.38961935043335
itc-b13-fixpoint-6.v,719,337,7044,50,100000,525.9744124412537
itc-b13-fixpoint-7.v,833,395,8312,50,100000,733.5743246078491
itc-b13-fixpoint-8.v,947,453,9580,50,100000,952.5297129154205
itc-b13-fixpoint-9.v,1061,511,10848,50,100000,1212.6425592899323
kenflashp01_all_bit_differing_from_cycle.v,175,55,608,50,100000,13.077546119689941
kenflashp02_all_bit_differing_from_cycle.v,103,33,600,50,100000,11.333790063858032
kenflashp04.v,225,160,1272,50,100000,37.104273319244385
kenflashp04_all_bit_differing_from_cycle.v,193,63,696,50,100000,14.908313512802124
kenflashp12.v,250,206,1899,50,100000,62.94352149963379
kenflashp12_all_bit_differing_from_cycle.v,130,42,782,50,100000,16.93673086166382
kenoopp1_all_bit_differing_from_cycle.v,151,49,500,50,100000,9.92827033996582
load_2c_comp_comp7_REAL.sat.v,907,453,11880,50,100000,1446.3934104442596
ltl2dba_C2-6_comp3_REAL.sat.v,319,157,2741,50,100000,104.82432222366333
ltl2dba_C2-8_comp4_REAL.sat.v,479,236,4455,50,100000,237.03688549995422
ltl2dpa_C26_comp2_REAL.sat.v,652,325,6347,50,100000,448.831800699234
max128.v,722,466,3996,50,100000,220.5565710067749
max256.v,1447,935,8013,50,100000,765.9369959831238
max32.v,178,114,988,50,100000,24.87891149520874
max64.v,359,231,1997,50,100000,69.40178847312927
min128.v,723,467,4004,50,100000,221.26681971549988
min256.v,1447,935,8013,50,100000,776.0860378742218
min32.v,179,115,996,50,100000,25.3853759765625
min64.v,359,231,1997,50,100000,68.49212098121643
mult9.sat.v,38,19,1528,50,100000,37.819113969802856
mult_bool_matrix_dyn_7_7.sat.v,151,79,5558,50,100000,317.3128819465637
mult_bool_matrix_dyn_9_5.sat.v,119,62,3943,50,100000,168.27870678901672
neclaftp4001_all_bit_differing_from_cycle.v,2220,32,9658,50,100000,1116.4751818180084
neclaftp4002_all_bit_differing_from_cycle.v,2220,32,9632,50,100000,1132.870593547821
nxquery_query42_1344n.v,601,539,3277,50,100000,163.72577047348022
nxquery_query50_1344n.v,292,238,1647,50,100000,51.7678542137146
pdtpmsgigamax_all_bit_differing_from_cycle.v,268,22,1122,50,100000,28.878275632858276
pdtpmsmiim.v,546,337,3398,50,100000,161.4899697303772
pdtpmsmiim_all_bit_differing_from_cycle.v,459,40,1481,50,100000,46.76556992530823
pdtpmsns3_all_bit_differing_from_cycle.v,965,21,4341,50,100000,249.87462878227234
pdtpmsrotate32.v,536,406,3439,50,100000,168.49377918243408
pdtpmsrotate32_all_bit_differing_from_cycle.v,297,37,1381,50,100000,39.43338871002197
pdtpmssfeistel_all_bit_differing_from_cycle.v,1578,68,8403,50,100000,815.7344214916229
pi-bus-fixpoint-1.v,3540,1180,11954,50,100000,1894.2630529403687
query01_query42_1344n.v,721,647,3973,50,100000,213.34191012382507
query02_query42_1344n.v,713,639,3957,50,100000,214.87323784828186
query02_query44_1344n.v,713,639,3957,50,100000,212.62217164039612
query04_query25_1344n.v,438,372,2515,50,100000,99.63058161735535
query04_query42_1344n.v,715,641,3961,50,100000,211.94348549842834
query05_query31_1344n.v,594,528,3451,50,100000,173.22721886634827
query05_query42_1344n.v,715,641,3961,50,100000,209.56528043746948
query11_query42_1344n.v,1017,943,4853,50,100000,309.9332094192505
query23_query42_1344n.v,960,878,9935,50,100000,1056.659113407135
query24_query42_1344n.v,1024,942,3671,50,100000,212.4326515197754
query25_query42_1344n.v,1009,935,4837,50,100000,313.71906089782715
query26_query42_1344n.v,721,647,3973,50,100000,217.2706696987152
query27_query42_1344n.v,713,639,3957,50,100000,215.49611902236938
query31_eequery_1344n.v,888,822,3943,50,100000,221.04695415496826
query31_query42_1344n.v,1165,1091,5389,50,100000,378.0920920372009
query31_query50_1344n.v,856,790,3759,50,100000,203.22809052467346
query31_reachqu_1344n.v,926,855,4201,50,100000,252.70496702194214
query33_query42_1344n.v,1173,1099,5417,50,100000,393.4908080101013
query33_query45_1344n.v,864,798,3787,50,100000,202.55287981033325
query33_query51_1344n.v,904,838,3987,50,100000,225.80877947807312
query33_query57_1344n.v,1152,1082,5341,50,100000,378.72954201698303
query34_query11_1344n.v,872,806,3827,50,100000,207.34393978118896
query34_query42_1344n.v,1173,1099,5417,50,100000,380.2656328678131
query36_query25_1344n.v,888,822,3943,50,100000,220.21077370643616
query36_query42_1344n.v,1165,1091,5389,50,100000,388.661244392395
query45_query42_1344n.v,1009,935,4837,50,100000,312.62387704849243
query50_query06_1344n.v,908,838,4385,50,100000,260.8994324207306
query50_query42_1344n.v,1009,935,4837,50,100000,317.47551798820496
query51_query42_1344n.v,1017,943,4853,50,100000,317.2470202445984
query51_query57_1344n.v,996,926,4777,50,100000,304.1083207130432
query52_query25_1344n.v,744,678,3415,50,100000,166.49880480766296
query52_query42_1344n.v,1021,947,4861,50,100000,328.0457327365875
query54_query42_1344n.v,1245,1171,5777,50,100000,426.12800765037537
query54_query58_1344n.v,1115,1030,4921,50,100000,324.9532196521759
query55_query42_1344n.v,1129,1055,5309,50,100000,364.9506084918976
query64_query01_1344n.v,654,594,2223,50,100000,87.79155468940735
query64_query11_1344n.v,1108,1018,5239,50,100000,360.7885162830353
query64_query42_1344n.v,1409,1311,6829,50,100000,554.2799303531647
rankfunc2_unsigned_64.v,646,390,2072,50,100000,78.45318293571472
rankfunc31_signed_64.v,2186,1674,4956,50,100000,400.3467073440552
rankfunc31_unsigned_64.v,2186,1674,4950,50,100000,405.05851125717163
rankfunc34_signed_64.v,837,581,2322,50,100000,98.86891460418701
rankfunc34_unsigned_64.v,837,581,2319,50,100000,102.08450841903687
rankfunc35_signed_64.v,1291,779,4374,50,100000,283.4470498561859
rankfunc35_unsigned_64.v,1290,778,4359,50,100000,285.47558093070984
rankfunc38_signed_64.v,257,129,460,50,100000,12.40965485572815
rankfunc38_unsigned_64.v,257,129,458,50,100000,13.509557485580444
rankfunc41_signed_64.v,2315,1675,5029,50,100000,436.4935977458954
rankfunc41_unsigned_64.v,2315,1675,5023,50,100000,427.83250665664673
rankfunc48_signed_64.v,1547,907,4711,50,100000,326.6213366985321
rankfunc48_unsigned_16.v,395,235,1213,50,100000,34.7400004863739
rankfunc48_unsigned_64.v,1547,907,4705,50,100000,324.34444856643677
rankfunc49_signed_64.v,966,582,2418,50,100000,112.70656490325928
rankfunc49_unsigned_64.v,966,582,2415,50,100000,112.90953183174133
rankfunc51_signed_64.v,1288,904,3162,50,100000,175.7713701725006
rankfunc51_unsigned_64.v,1288,904,3157,50,100000,175.69359183311462
rankfunc52_signed_64.v,1157,773,3023,50,100000,161.75719332695007
rankfunc52_unsigned_64.v,1157,773,3021,50,100000,162.383540391922
rankfunc53_signed_64.v,1349,965,2376,50,100000,128.7405140399933
rankfunc53_unsigned_64.v,1349,965,2374,50,100000,120.45530915260315
rankfunc54_signed_64.v,1547,1035,4055,50,100000,266.32794189453125
rankfunc54_unsigned_64.v,1547,1035,4043,50,100000,266.0870683193207
rankfunc55_signed_64.v,644,388,1815,50,100000,64.71715807914734
rankfunc55_unsigned_32.v,324,196,925,50,100000,24.363070249557495
rankfunc55_unsigned_64.v,644,388,1813,50,100000,67.8680350780487
rankfunc56_signed_64.v,644,388,1324,50,100000,45.49714517593384
rankfunc56_unsigned_64.v,644,388,1322,50,100000,45.13293647766113
rankfunc57_unsigned_64.v,965,581,2777,50,100000,133.7072877883911
rankfunc58_signed_64.v,1414,902,3033,50,100000,176.75503206253052
rankfunc58_unsigned_64.v,1414,902,3031,50,100000,178.58464765548706
rankfunc59_signed_64.v,1735,1095,3807,50,100000,258.4794635772705
