Epochs, No. of Clauses, No. of Counter Example Loops, Skolem Function Vector, Result, Time
100, 5, 0, empty string, Invalid, 0.8102474212646484
-,-,-,-,-
100, 10, 1, {1: '(i_0 | ~i_0)\n'}, Valid, 0.4856908321380615
100, 10, 0, {1: '(i_0 | ~i_0) & (~i_0)\n'}, Valid, 1.0120317935943604
100, 10, 0, {1: '(i_0 | ~i_0) & (~i_0)\n'}, Valid, 1.1468377113342285
100, 10, 0, {1: '(i_0 | ~i_0) & (~i_0)\n'}, Valid, 1.0289101600646973
100, 10, 1, {1: '(i_0 | ~i_0) & (~i_0)\n'}, Valid, 0.37811279296875
100, 10, 1, {1: '(i_0 | ~i_0) & (~i_0)\n'}, Valid, 0.7136595249176025
100, 10, 1, {1: '(~i_0)\n'}, Valid, 0.5172498226165771
100, 10, 3, {1: '(i_0 | ~i_0) & (~i_0)\n'}, Valid, 1.6542980670928955
100, 10, 0, {1: '(i_0 | ~i_0) & (~i_0)\n'}, Valid, 1.2221598625183105
100, 10, 2, {1: '(~i_0)\n'}, Valid, 1.0960755348205566
-,-,-,-,-
100, 50, 61, {1: '(i_0 | ~i_0) & (~i_0)\n'}, Valid, 172.15263605117798
100, 50, 100, {1: '(i_0 | ~i_0) & (i_0) & (~i_0)\n'}, Counter Example Loop Exceeded, 400.34610986709595
100, 50, 100, {1: '(i_0 | ~i_0) & (i_0) & (~i_0)\n'}, Counter Example Loop Exceeded, 401.0870714187622
100, 50, 100, {1: '(i_0 | ~i_0) & (i_0) & (~i_0)\n'}, Counter Example Loop Exceeded, 404.6081237792969
100, 50, 100, {1: '(i_0 | ~i_0) & (i_0) & (~i_0)\n'}, Counter Example Loop Exceeded, 412.83832263946533
100, 50, 100, {1: '(i_0 | ~i_0) & (i_0) & (~i_0)\n'}, Counter Example Loop Exceeded, 401.5088005065918
100, 50, 52, {1: '(i_0 | ~i_0) & (~i_0)\n'}, Valid, 136.62152481079102
100, 50, 100, {1: '(i_0 | ~i_0) & (i_0) & (~i_0)\n'}, Counter Example Loop Exceeded, 407.9342830181122
100, 50, 100, {1: '(i_0 | ~i_0) & (i_0) & (~i_0)\n'}, Counter Example Loop Exceeded, 409.4100458621979
100, 50, 100, {1: '(i_0 | ~i_0) & (i_0) & (~i_0)\n'}, Counter Example Loop Exceeded, 404.1937851905823
-,-,-,-,-
